4,30,5,41,5,41,0,0,0
4,30,5,41,5,41,0,0,0
4,30,5,41,5,41,0,0,0
4,30,5,41,5,41,0,0,0
4,30,5,41,5,41,0,0,0
4,30,5,39,5,41,0,0,0
4,30,5,41,5,41,0,0,0
4,30,5,41,5,41,0,0,0
4,30,5,39,5,41,0,0,0
4,30,5,39,5,41,0,0,0
4,30,5,39,5,41,0,0,0
4,30,5,39,5,41,0,0,0
4,30,5,39,5,41,0,0,0
4,30,5,39,5,41,0,0,0
4,30,5,39,5,41,0,0,0
4,30,5,41,5,41,0,0,0
4,30,5,41,5,41,0,0,0
4,30,5,41,5,41,0,0,0
4,30,5,39,5,41,0,0,0
4,30,5,41,5,41,0,0,0
4,30,5,41,5,41,0,0,0
4,30,5,39,5,41,0,0,0
4,30,5,41,5,41,0,0,0
4,30,5,41,5,41,0,0,0
4,30,5,41,5,41,0,0,0
4,30,5,39,5,41,0,0,0
4,30,5,39,5,41,0,0,0
4,30,5,39,5,41,0,0,0
4,30,5,41,5,41,0,0,0
4,30,5,39,5,41,0,0,0
4,28,5,41,5,41,0,0,0
4,30,5,41,5,41,0,0,0
4,30,5,39,5,41,0,0,0
4,30,5,39,5,38,0,0,0
4,30,5,41,5,38,0,0,0
4,30,5,41,5,38,0,0,0
4,30,5,39,5,38,0,0,0
4,30,5,39,5,38,0,0,0
4,30,5,41,5,38,0,0,0
4,30,5,41,5,38,0,0,0
4,30,5,39,5,38,0,0,0
4,30,5,41,5,38,0,0,0
4,30,5,39,5,38,0,0,0
4,30,5,39,5,38,0,0,0
4,30,13,219,23,335,0,0,0
4,33,15,179,20,240,0,0,0
4,35,15,179,17,217,0,0,0
4,35,14,168,113,2907,0,0,0
5,38,14,158,113,2907,0,0,0
5,38,13,158,54,882,0,0,0
5,42,14,179,31,378,0,0,0
6,50,24,370,17,217,0,0,0
8,93,32,574,14,162,0,0,0
13,152,37,574,11,114,0,0,0
12,118,27,370,9,90,0,0,0
10,104,21,292,9,98,0,0,0
9,93,21,292,10,105,0,0,0
9,93,19,252,11,124,0,0,0
8,83,18,219,12,135,0,0,0
8,75,16,205,14,162,0,0,0
8,75,15,179,15,178,0,0,0
7,67,14,168,17,217,0,0,0
7,67,13,158,18,240,0,0,0
6,61,13,149,20,267,0,0,0
6,61,12,140,21,299,0,0,0
6,61,12,132,21,299,0,0,0
6,61,11,125,23,335,0,0,0
6,55,11,118,23,378,0,0,0
6,55,10,112,26,378,0,0,0
6,55,10,106,26,378,0,0,0
6,55,10,106,26,429,0,0,0
6,55,10,100,28,429,0,0,0
6,50,10,95,28,429,0,0,0
6,50,9,95,31,489,0,0,0
6,50,9,91,31,489,0,0,0
6,50,9,91,31,560,0,0,0
6,50,9,91,34,560,0,0,0
6,50,9,91,38,647,0,0,0
6,50,8,86,38,647,0,0,0
6,50,8,82,42,752,0,0,0
5,50,8,82,42,882,0,0,0
5,46,8,78,48,882,0,0,0
5,46,8,78,48,882,0,0,0
5,46,8,78,42,752,0,0,0
5,46,8,78,42,647,0,0,0
5,46,8,78,38,647,0,0,0
5,46,8,82,34,560,0,0,0
5,46,8,82,34,560,0,0,0
5,46,8,82,34,489,0,0,0
5,46,8,82,31,489,0,0,0
5,46,8,82,31,489,0,0,0
5,46,8,82,31,489,0,0,0
5,46,8,78,31,489,0,0,0
5,42,8,78,28,429,0,0,0
5,42,8,74,28,429,0,0,0
5,42,8,74,28,429,0,0,0
5,42,7,71,28,429,0,0,0
5,42,7,68,28,429,0,0,0
5,42,7,65,26,378,0,0,0
5,38,7,62,26,378,0,0,0
5,38,7,62,26,378,0,0,0
